,Delay OID,Description,Engine Stopped Flag,Field Notification Required Flag,Production Reporting Only Flag,Delay Class Name,Delay Class Category Name,Target Machine Name,Target Machine Class Name,Target Machine Class Description,Target Machine Class Category Name,Delay Start Timestamp (GMT8),Delay Finish Timestamp (GMT8),Delay Finish - Start
1751,10720058609,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5227,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 05:58,23-07-2020 05:58,30
1752,10720058731, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5306,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 05:58,23-07-2020 05:58,4
1753,10720059073, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5235,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 05:59,23-07-2020 05:59,4
1754,10720059206,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 05:59,23-07-2020 06:12,766
1755,10720059225,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 05:59,23-07-2020 06:02,171
1756,10720059397,Roadworks in AMA,N,N,Y,4070_Wait_on_Access,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 06:00,23-07-2020 07:59,7161
1757,10720059455,Behind Delayed Machine,N,Y,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5407,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 06:00,23-07-2020 06:00,41
1758,10720059628,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5268,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 05:50,23-07-2020 06:07,1012
1759,10720060333,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 06:01,23-07-2020 06:05,215
1760,10720060697,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5317,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 05:52,23-07-2020 06:07,912
1761,10720061068,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 06:03,23-07-2020 06:04,56
1762,10720061470,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5293,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 05:54,23-07-2020 06:07,790
1763,10720061606,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5275,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 06:05,23-07-2020 06:05,21
1764,10720061958,MACHINE GEN Started a delay: 8000 Survey and Face Advance work,N,N,Y,8000 Survey and Face Advance work,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 06:06,23-07-2020 06:06,21
1765,10720062186,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5316,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 06:07,23-07-2020 06:07,31
1766,10720063237, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5269,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 06:06,23-07-2020 06:13,394
1767,10720063396, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5292,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 06:09,23-07-2020 06:11,105
1768,10720063469, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5295,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 06:10,23-07-2020 06:12,81
1769,10720329184, - [STOP_MACHINE : [STEERING_CHARGING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5283,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:38,23-07-2020 17:38,12
1770,10720329247,MACHINE GEN Started a delay: 2020_Refuelling,Y,N,N,2020_Refuelling,Scheduled Process Down,WL6011,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,23-07-2020 17:38,23-07-2020 17:50,708
1771,10720329261,8025,N,Y,Y,4020_Wait_on_Equipment,Unscheduled Process Down,DT5283,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:38,23-07-2020 17:39,31
1772,10720329373,,N,N,Y,7470 Office Machine Lock (Single Truck),Unscheduled Process Down,DT5283,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:39,23-07-2020 17:39,8
1773,10720330398,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 17:42,23-07-2020 17:52,579
1774,10720331130,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:44,23-07-2020 17:49,264
1775,10720331731,MACHINE GEN Started a delay: 4000_No_Operator,Y,Y,N,4000_No_Operator,Unscheduled Process Down,WL6013,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,23-07-2020 17:46,23-07-2020 17:59,783
1776,10720331795,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:46,23-07-2020 17:52,336
1777,10720331832,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7026,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:46,23-07-2020 17:57,633
1778,10720332373,7020,N,Y,Y,4022 Loading tool operator change,Unscheduled Process Down,DT5170,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:48,23-07-2020 17:52,254
1779,10720332590,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,23-07-2020 17:49,23-07-2020 17:52,186
1780,10720332618,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:49,23-07-2020 17:55,357
1781,10720332788,MACHINE GEN Started a delay: 8000 Survey and Face Advance work,N,N,Y,8000 Survey and Face Advance work,Unscheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:50,23-07-2020 17:53,194
1782,10720332803,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:50,23-07-2020 17:56,375
1783,10720333001,Behind Delayed Machine,N,Y,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5226,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:51,23-07-2020 17:52,80
1784,10720333033,7026,N,Y,Y,4022 Loading tool operator change,Unscheduled Process Down,DT5403,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:51,23-07-2020 17:55,219
1785,10720333035,7026,N,Y,Y,4022 Loading tool operator change,Unscheduled Process Down,DT5209,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:51,23-07-2020 17:55,214
1786,10720333062,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 17:51,23-07-2020 17:56,319
1787,10720333126,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 17:51,23-07-2020 17:56,257
1788,10720333270,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 17:52,23-07-2020 18:00,469
1789,10720333679,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:53,23-07-2020 17:57,252
1790,10720333877,Behind Delayed Machine,N,Y,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5209,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,23-07-2020 17:55,23-07-2020 17:56,91
1791,10720333957,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL6011,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,23-07-2020 17:55,23-07-2020 18:01,366
1792,10720334424,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 17:57,23-07-2020 18:04,439
1793,10720335272,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 18:00,23-07-2020 18:04,238
1794,10720336233,MACHINE GEN Started a delay: 4010_Relocation,N,Y,Y,4010_Relocation,Unscheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,23-07-2020 18:03,23-07-2020 18:08,335
1795,10720336300,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,23-07-2020 18:03,23-07-2020 18:13,604
1796,10720336824,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,23-07-2020 18:04,23-07-2020 18:06,95
1797,10720611096,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,WL7032,994H,Wheel Loader,Loader Classes,24-07-2020 05:48,24-07-2020 05:53,332
1798,10720611232,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5235,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 05:48,24-07-2020 05:49,55
1799,10720611244,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL6301,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,24-07-2020 05:48,24-07-2020 05:55,408
1800,10720611256,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 05:48,24-07-2020 05:52,216
1801,10720611539,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 05:50,24-07-2020 05:57,439
1802,10720611553,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,N,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 05:50,24-07-2020 05:58,466
1803,10720611615,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,24-07-2020 05:50,24-07-2020 06:00,581
1804,10720611709,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 05:51,24-07-2020 05:58,428
1805,10720612145,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 05:52,24-07-2020 06:01,542
1806,10720612397,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 05:53,24-07-2020 06:00,423
1807,10720612565,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8044,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 05:54,24-07-2020 05:55,97
1808,10720612814,,N,N,Y,7470 Office Machine Lock (Single Truck),Unscheduled Process Down,DT5223,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 05:55,24-07-2020 05:55,12
1809,10720613711, - [STOP_MACHINE : [POSITIONING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5169,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 05:57,24-07-2020 05:59,132
1810,10720614349,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 05:58,24-07-2020 06:03,303
1811,10720615098,MACHINE GEN Started a delay: 4070_Wait_on_Access,N,N,Y,4070_Wait_on_Access,Unscheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,24-07-2020 06:00,24-07-2020 06:05,273
1812,10720615117,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7021,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 06:00,24-07-2020 06:09,505
1813,10720615195,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 06:00,24-07-2020 06:03,147
1814,10720616174,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5407,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:02,24-07-2020 06:09,428
1815,10720617812, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5274,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:06,24-07-2020 06:07,30
1816,10720618526,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 06:09,24-07-2020 06:16,451
1817,10720619671,Lanes,N,N,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5223,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:12,24-07-2020 06:14,112
1818,10720619791,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 06:12,24-07-2020 06:27,885
1819,10720619898,MACHINE GEN Started a delay: 4010_Relocation,N,N,Y,4010_Relocation,Unscheduled Process Down,EX8046,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 06:13,24-07-2020 06:22,539
1820,10720620065,ReRoute,N,N,Y,4150_Wait_on_Other_Unschedule_Process,Unscheduled Process Down,DT5162,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:13,24-07-2020 06:16,169
1821,10720620261,Lanes,N,N,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5172,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:14,24-07-2020 06:16,80
1822,10720620444,lane ,N,N,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5236,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:05,24-07-2020 06:16,677
1823,10720620679,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5306,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:06,24-07-2020 06:16,637
1824,10720620748,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5275,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:06,24-07-2020 06:16,631
1825,10720620793,Lanes,N,N,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5190,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:15,24-07-2020 06:17,99
1826,10720620823,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5283,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:16,24-07-2020 06:16,12
1827,10720621857,pc3,N,Y,Y,4081 Crusher bridged,Unscheduled Process Down,DT5216,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:20,24-07-2020 06:20,28
1828,10720621896,MACHINE GEN Started a delay: 4150_Wait_on_Other_Unschedule_Process,N,N,N,4150_Wait_on_Other_Unschedule_Process,Unscheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 06:20,24-07-2020 06:21,36
1829,10720622111, - [STOP_MACHINE : [MACHINE_CONTROL]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5405,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:21,24-07-2020 06:21,16
1830,10720623320,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,WL7032,994H,Wheel Loader,Loader Classes,24-07-2020 06:25,24-07-2020 06:26,115
1831,10720623948,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7028,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 06:26,24-07-2020 06:35,497
1832,10720624171,Daily Service,N,N,Y,2060_Relocation,Scheduled Process Down,EX8051,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 06:27,24-07-2020 06:30,141
1833,10720624502,lane ,N,N,Y,7210 Unscheduled Process Downtime Autonomous,Unscheduled Process Down,DT5407,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 06:18,24-07-2020 06:34,976
1834,10720900027,MACHINE GEN Started a delay: 4190_Unscheduled_Idle,N,N,N,4190_Unscheduled_Idle,Unscheduled Process Down,WL7030,994H,Wheel Loader,Loader Classes,24-07-2020 17:31,24-07-2020 17:33,128
1835,10720900544,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5294,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:32,24-07-2020 17:35,219
1836,10720901295,HYD Oil leak,Y,Y,N,5000_Unscheduled_Maintenance,Unscheduled Equipment Down,DT5281,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:33,24-07-2020 17:43,587
1837,10720902959, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5214,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:38,24-07-2020 17:38,11
1838,10720903027, - [STOP_MACHINE : [AUTONOMY_OFF_BOARD_COMMUNICATIONS]],N,N,Y,4061 Unscheduled Technology Down (Health Event),Unscheduled Process Down,DT5214,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:38,24-07-2020 17:38,19
1839,10720903069,MACHINE GEN Started a delay: 2020_Refuelling,Y,N,N,2020_Refuelling,Scheduled Process Down,WL6013,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,24-07-2020 17:38,24-07-2020 17:45,417
1840,10720903368,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5405,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:39,24-07-2020 17:39,9
1841,10720903454,,N,Y,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5405,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:39,24-07-2020 17:40,55
1842,10720903827,,N,N,Y,7440 Obstacle Detection,Unscheduled Process Down,DT5405,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:40,24-07-2020 17:44,259
1843,10720904073,MACHINE GEN Started a delay: 4020_Wait_on_Equipment,N,N,N,4020_Wait_on_Equipment,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 17:40,24-07-2020 17:44,247
1844,10720904435,MACHINE GEN Started a delay: 2020_Refuelling,Y,N,N,2020_Refuelling,Scheduled Process Down,WL6011,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,24-07-2020 17:41,24-07-2020 17:50,575
1845,10720904775,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 17:42,24-07-2020 17:43,79
1846,10720905053,MACHINE GEN Started a delay: 2080_Scheduled_Idle,N,Y,N,2080_Scheduled_Idle,Scheduled Process Down,WL6303,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,24-07-2020 17:43,24-07-2020 21:41,14229
1847,10720905285,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7154,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 17:44,24-07-2020 17:51,392
1848,10720905931,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL6013,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,24-07-2020 17:46,24-07-2020 18:06,1167
1849,10720906899,MACHINE GEN Started a delay: 2110_Operator_Hot_Seat,N,Y,Y,2110_Operator_Hot_Seat,Scheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 17:50,24-07-2020 17:56,368
1850,10720907027,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX8047,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,24-07-2020 17:50,24-07-2020 17:57,394
1851,10720907482,1,N,Y,N,4081 Crusher bridged,Unscheduled Process Down,DT5402,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:51,24-07-2020 17:55,228
1852,10720907483,1,N,Y,N,4081 Crusher bridged,Unscheduled Process Down,DT5211,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:51,24-07-2020 17:55,228
1853,10720907898,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7100,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 17:52,24-07-2020 17:54,94
1854,10720907995,MACHINE GEN Started a delay: 4030_Road/Face/Bench_Preparation,N,N,Y,4030_Road/Face/Bench_Preparation,Unscheduled Process Down,EX7020,LBH R9400,Liebherr R9400 Excavator,Shovel Classes,24-07-2020 17:52,24-07-2020 17:54,80
1855,10720908075,8049,N,Y,Y,4022 Loading tool operator change,Unscheduled Process Down,DT5281,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:53,24-07-2020 17:55,106
1856,10720908076,8049,N,Y,Y,4022 Loading tool operator change,Unscheduled Process Down,DT5274,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:53,24-07-2020 17:55,113
1857,10720908077,8049,N,Y,Y,4022 Loading tool operator change,Unscheduled Process Down,DT5213,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,24-07-2020 17:53,24-07-2020 17:55,110
1858,10721190282, - [STOP_MACHINE : [POSITIONING]],N,N,Y,8200 Health Event,Unscheduled Equipment Down,DT5317,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,25-07-2020 05:44,25-07-2020 05:48,234
1859,10721190537,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,EX8049,LBH R996B,Liebherr R996 B Series Shovel,Shovel Classes,25-07-2020 05:45,25-07-2020 05:53,488
1860,10721190583,MACHINE GEN Started a delay: 2000_Shift_Change,N,N,Y,2000_Shift_Change,Scheduled Process Down,WL6013,Cat992K,Caterpillar 992 K Series Wheel Loader,Loader Classes,25-07-2020 05:45,25-07-2020 05:55,580
1861,10721190696,Behind Delayed Machine,N,N,N,7410_Behind_Delayed_Machine,Unscheduled Process Down,DT5267,CAT 793F CMD,Caterpillar 793 F Autonomous Mining Truck,Truck Classes,25-07-2020 05:46,25-07-2020 05:46,30
